@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,8-9,11-16,18-41,43-53,55-265,267-268,270-271,273-274,276-281,283-302,304-310,312-314,316-381,383-389,391-503,506-508,510-559,561-562'

@attribute tBodyAcc-std()-X numeric
@attribute tBodyAcc-mad()-X numeric
@attribute tBodyAcc-max()-X numeric
@attribute tBodyAcc-energy()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-min()-Y numeric
@attribute fBodyAcc-mean()-X numeric
@attribute fBodyAcc-std()-X numeric
@attribute fBodyAcc-mad()-X numeric
@attribute fBodyAcc-max()-X numeric
@attribute fBodyAcc-energy()-X numeric
@attribute fBodyAcc-bandsEnergy()-A-18 numeric
@attribute fBodyAcc-bandsEnergy()-I-1_16 numeric
@attribute fBodyAcc-bandsEnergy()-M-1_24 numeric
@attribute fBodyAccJerk-bandsEnergy()-A-1_8 numeric
@attribute fBodyAccJerk-bandsEnergy()-I-1_16 numeric
@attribute fBodyAccMag-std() numeric
@attribute fBodyAccMag-mad() numeric
@attribute fBodyAccMag-energy() numeric
@attribute angle(Y-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.237225,-0.286785,-0.066364,-0.707697,-0.268829,-0.242024,-0.225387,-0.241886,-0.185707,-0.290594,-0.707074,-0.715724,-0.721734,-0.707352,-0.765976,-0.77575,-0.311926,-0.154318,-0.621337,0.268419,WALKING
-0.251462,-0.285023,-0.158517,-0.71724,-0.268285,-0.242024,-0.20094,-0.272284,-0.142546,-0.45902,-0.717843,-0.736889,-0.732147,-0.71899,-0.774387,-0.737975,-0.332264,-0.144521,-0.608591,0.267975,WALKING
-0.230044,-0.272992,-0.110011,-0.702242,-0.258864,-0.241658,-0.173249,-0.253569,-0.117961,-0.498729,-0.701563,-0.716414,-0.712395,-0.700582,-0.751829,-0.744251,-0.351981,-0.191298,-0.640071,0.261529,WALKING
-0.198107,-0.246645,-0.019153,-0.677177,-0.249071,-0.226983,-0.170906,-0.208988,-0.157972,-0.435283,-0.676408,-0.697169,-0.681391,-0.679527,-0.751812,-0.713335,-0.380483,-0.234335,-0.695017,0.254039,WALKING
-0.1987,-0.253267,-0.019153,-0.677553,-0.245663,-0.218219,-0.171941,-0.209451,-0.107216,-0.448164,-0.676914,-0.721092,-0.684541,-0.680273,-0.74577,-0.62939,-0.357139,-0.17919,-0.641911,0.251089,WALKING
-0.246964,-0.299526,-0.085915,-0.714093,-0.242554,-0.222414,-0.160955,-0.283636,-0.179875,-0.414141,-0.714458,-0.750313,-0.734712,-0.719138,-0.782222,-0.723574,-0.387676,-0.202961,-0.664104,0.249355,WALKING
-0.273985,-0.31344,-0.213047,-0.735153,-0.251757,-0.236963,-0.238354,-0.288447,-0.20274,-0.399678,-0.734466,-0.763322,-0.754803,-0.73582,-0.801599,-0.774843,-0.407623,-0.226817,-0.721198,0.255555,WALKING
-0.293967,-0.335073,-0.198842,-0.748849,-0.264409,-0.237665,-0.164395,-0.352027,-0.189838,-0.587368,-0.748791,-0.801147,-0.780266,-0.754463,-0.842363,-0.784721,-0.413055,-0.275384,-0.713303,0.264392,WALKING
-0.312237,-0.364688,-0.198842,-0.762153,-0.261634,-0.237665,-0.237482,-0.343972,-0.181162,-0.636671,-0.761555,-0.818256,-0.785835,-0.766448,-0.836742,-0.771607,-0.396884,-0.259875,-0.71629,0.26295,WALKING
-0.178454,-0.250507,0.14787,-0.661223,-0.264207,-0.24338,-0.136975,-0.195351,-0.070559,-0.351063,-0.660471,-0.688126,-0.661778,-0.663174,-0.724257,-0.676661,-0.275298,-0.056263,-0.569689,0.264814,WALKING
-0.221793,-0.275557,0.032352,-0.69575,-0.269435,-0.24338,-0.140306,-0.256312,-0.148962,-0.343708,-0.695168,-0.728494,-0.705203,-0.700077,-0.782975,-0.689873,-0.43791,-0.341431,-0.70654,0.269452,WALKING
-0.252537,-0.290523,0.032352,-0.719325,-0.269258,-0.241323,-0.189882,-0.278619,-0.2246,-0.345315,-0.71862,-0.760479,-0.729557,-0.724334,-0.79452,-0.704255,-0.445487,-0.335603,-0.735871,0.26827,WALKING
-0.245917,-0.286012,-0.003712,-0.713821,-0.265743,-0.241323,-0.206562,-0.261928,-0.195689,-0.387672,-0.71366,-0.746033,-0.71854,-0.715387,-0.776887,-0.720854,-0.390527,-0.204031,-0.697016,0.265406,WALKING
-0.22077,-0.271588,-0.119485,-0.694005,-0.255295,-0.237523,-0.182483,-0.236331,-0.143368,-0.496525,-0.694367,-0.711281,-0.707973,-0.695523,-0.748099,-0.728642,-0.39987,-0.16675,-0.676351,0.258603,WALKING
-0.215309,-0.253228,-0.119485,-0.690754,-0.251664,-0.226858,-0.15368,-0.240923,-0.081743,-0.503408,-0.690094,-0.744308,-0.714334,-0.691681,-0.746798,-0.700116,-0.406527,-0.247122,-0.712801,0.256581,WALKING
-0.262798,-0.307956,-0.160859,-0.725638,-0.249341,-0.226858,-0.189882,-0.29355,-0.132557,-0.589758,-0.726277,-0.793024,-0.75486,-0.731284,-0.833169,-0.734318,-0.456119,-0.289725,-0.7402,0.25506,WALKING
-0.392944,-0.456186,-0.252498,-0.813836,-0.244009,-0.220296,-0.318401,-0.424916,-0.278527,-0.638812,-0.813928,-0.840574,-0.832512,-0.814468,-0.867306,-0.842917,-0.469636,-0.334974,-0.761526,0.250936,WALKING
-0.370784,-0.438625,-0.193089,-0.800422,-0.247778,-0.222416,-0.281029,-0.40984,-0.238253,-0.661598,-0.800194,-0.856751,-0.827867,-0.798142,-0.882004,-0.801099,-0.455416,-0.313388,-0.755493,0.253015,WALKING
-0.3688,-0.42365,-0.193089,-0.799426,-0.24892,-0.222416,-0.278584,-0.408057,-0.207879,-0.689501,-0.798937,-0.866285,-0.828052,-0.798993,-0.88037,-0.802432,-0.461865,-0.310758,-0.749302,0.253689,WALKING
-0.439,-0.485981,-0.180948,-0.841123,-0.241491,-0.222156,-0.32642,-0.490079,-0.33627,-0.718471,-0.8409,-0.864957,-0.855133,-0.842798,-0.876206,-0.836632,-0.476477,-0.383642,-0.758925,0.248986,WALKING
-0.36722,-0.418385,-0.050131,-0.797957,-0.238026,-0.212422,-0.234226,-0.428001,-0.202338,-0.689431,-0.797937,-0.874855,-0.822038,-0.799497,-0.891389,-0.748,-0.416433,-0.219857,-0.724454,0.246745,WALKING
-0.319937,-0.369223,-0.050131,-0.767124,-0.240242,-0.220049,-0.21516,-0.365892,-0.199151,-0.637101,-0.766824,-0.849633,-0.792349,-0.768609,-0.869028,-0.757273,-0.40866,-0.272122,-0.716359,0.247869,WALKING
-0.376543,-0.43395,-0.229159,-0.802404,-0.248351,-0.227154,-0.280431,-0.418708,-0.230764,-0.6009,-0.803807,-0.850476,-0.831021,-0.806138,-0.890855,-0.851282,-0.445196,-0.288733,-0.75339,0.253337,WALKING
-0.171988,-0.218408,0.244225,-0.654699,-0.250038,-0.236679,-0.248574,-0.143602,-0.221933,-0.134882,-0.655131,-0.607738,-0.660139,-0.65309,-0.73006,-0.807177,-0.33832,-0.233321,-0.665568,0.256712,WALKING_DOWNSTAIRS
-0.040143,-0.079918,0.199676,-0.538294,-0.230489,-0.225627,-0.171552,0.007007,-0.086439,0.006146,-0.537228,-0.465401,-0.539479,-0.532552,-0.615754,-0.741568,-0.292072,-0.148921,-0.605225,0.242048,WALKING_DOWNSTAIRS
-0.094665,-0.151053,0.199676,-0.589135,-0.220416,-0.200408,-0.148577,-0.074232,-0.073135,-0.095018,-0.588083,-0.533181,-0.596756,-0.587765,-0.654725,-0.768311,-0.207001,-0.080325,-0.541021,0.234166,WALKING_DOWNSTAIRS
-0.133382,-0.211594,0.33635,-0.623365,-0.216656,-0.200329,-0.152297,-0.125998,-0.080792,-0.164467,-0.622402,-0.596853,-0.627975,-0.619948,-0.713079,-0.768986,-0.222512,0.092702,-0.481462,0.231639,WALKING_DOWNSTAIRS
0.069268,-0.041806,0.531491,-0.427611,-0.217446,-0.195488,0.018727,0.088545,0.130754,-0.001178,-0.426245,-0.368973,-0.407948,-0.419714,-0.523238,-0.6135,-0.038305,0.221344,-0.294215,0.233024,WALKING_DOWNSTAIRS
0.120362,0.032087,0.531491,-0.371915,-0.206925,-0.195367,0.086304,0.133493,0.135223,0.063667,-0.370336,-0.308315,-0.353891,-0.368955,-0.455353,-0.550661,-0.034039,0.262551,-0.280628,0.225554,WALKING_DOWNSTAIRS
-0.02176,-0.095172,0.428811,-0.520643,-0.207273,-0.193561,-0.055009,-0.008943,-0.052693,-0.042411,-0.519415,-0.481121,-0.519383,-0.522331,-0.611622,-0.693071,-0.186173,0.08046,-0.448253,0.225429,WALKING_DOWNSTAIRS
-0.049966,-0.104289,0.428811,-0.547746,-0.216004,-0.193561,-0.129122,-0.020484,-0.04707,-0.067432,-0.546609,-0.470638,-0.532524,-0.543094,-0.610707,-0.742604,-0.307036,-0.113074,-0.588783,0.232055,WALKING_DOWNSTAIRS
-0.064215,-0.10936,0.158678,-0.560271,-0.210712,-0.192864,-0.103588,-0.049114,-0.044073,-0.164322,-0.560047,-0.537599,-0.553412,-0.556552,-0.697479,-0.73818,-0.324059,-0.113032,-0.624104,0.228405,WALKING_DOWNSTAIRS
0.122989,0.050769,0.544512,-0.368996,-0.267012,-0.277509,0.21707,0.083777,0.152931,-0.187229,-0.367306,-0.385166,-0.379431,-0.382655,-0.577741,-0.582398,-0.032966,0.159861,-0.222323,0.269038,WALKING_DOWNSTAIRS
0.115463,0.096474,0.544512,-0.369955,-0.257528,-0.237279,0.147714,0.10249,0.260009,-0.034183,-0.375803,-0.358327,-0.375134,-0.370634,-0.646443,-0.629768,-0.106339,0.141181,-0.333531,0.262215,WALKING_DOWNSTAIRS
0.09909,0.051918,0.399659,-0.395118,-0.265525,-0.255989,0.1927,0.060063,0.115571,0.053905,-0.393828,-0.456482,-0.41751,-0.397097,-0.618521,-0.571194,-0.144923,0.065597,-0.362593,0.26627,WALKING_DOWNSTAIRS
0.05291,-0.034229,0.41212,-0.442553,-0.276979,-0.26017,0.262794,-0.042124,0.128269,-0.159038,-0.443471,-0.447567,-0.465372,-0.467473,-0.495133,-0.605268,-0.170783,0.077237,-0.382582,0.27312,WALKING_DOWNSTAIRS
0.118209,0.072404,0.460332,-0.368662,-0.276713,-0.26017,0.05817,0.140996,0.153962,-0.169721,-0.372744,-0.34558,-0.344174,-0.369403,-0.609027,-0.584532,-0.14201,0.046725,-0.48212,0.273991,WALKING_DOWNSTAIRS
0.063689,0.000198,0.460332,-0.433223,-0.267213,-0.244247,0.198174,0.005957,0.057524,-0.024699,-0.432063,-0.390124,-0.453521,-0.440205,-0.431147,-0.655256,-0.326346,-0.049279,-0.536675,0.267236,WALKING_DOWNSTAIRS
0.146641,0.061131,0.636408,-0.342251,-0.262407,-0.241553,0.153131,0.144067,0.245344,0.035114,-0.340558,-0.347574,-0.340249,-0.338073,-0.568782,-0.524571,-0.167785,0.075605,-0.419493,0.263918,WALKING_DOWNSTAIRS
0.249549,0.181324,0.636408,-0.217928,-0.24875,-0.240179,0.026154,0.327292,0.084414,0.424801,-0.217377,-0.084306,-0.190605,-0.205002,-0.29911,-0.545109,-0.027737,0.086665,-0.349406,0.255434,WALKING_DOWNSTAIRS
0.078451,0.046305,0.124859,-0.412889,-0.276421,-0.265343,0.002559,0.10694,0.116696,0.020796,-0.416386,-0.327803,-0.40228,-0.404473,-0.510994,-0.612177,-0.222152,-0.040329,-0.520745,0.274972,WALKING_DOWNSTAIRS
0.076175,0.044781,0.345697,-0.419234,-0.262377,-0.242486,0.014678,0.099496,0.049395,0.142628,-0.418819,-0.360275,-0.41426,-0.412668,-0.574291,-0.627976,-0.279742,-0.093172,-0.55471,0.264695,WALKING_DOWNSTAIRS
-0.107497,-0.193033,0.345697,-0.59629,-0.254969,-0.247144,-0.013752,-0.147161,0.002007,-0.311096,-0.599575,-0.624618,-0.656549,-0.603094,-0.691839,-0.780546,-0.321575,-0.172196,-0.603627,0.258457,WALKING_DOWNSTAIRS
0.026285,-0.074635,0.34324,-0.47237,-0.267998,-0.257237,0.022252,0.027879,0.112396,-0.124439,-0.471266,-0.482173,-0.476444,-0.467718,-0.609562,-0.64122,-0.130701,0.106065,-0.442137,0.269015,WALKING_DOWNSTAIRS
0.09924,-0.006102,0.34324,-0.390881,-0.265542,-0.257237,0.181673,0.06509,0.18451,-0.248973,-0.393695,-0.420746,-0.370478,-0.39041,-0.587833,-0.561674,0.017368,0.132616,-0.327703,0.269852,WALKING_DOWNSTAIRS
-0.041248,-0.125506,0.184353,-0.539449,-0.249408,-0.235693,-0.135548,-0.006496,-0.084494,0.012506,-0.538289,-0.483666,-0.539948,-0.529134,-0.658927,-0.723513,-0.240931,-0.043229,-0.551887,0.256404,WALKING_DOWNSTAIRS
-0.023649,-0.080848,0.154817,-0.519429,-0.253741,-0.234075,-0.028981,-0.021518,-0.046504,-0.077127,-0.521245,-0.458677,-0.532333,-0.517982,-0.658542,-0.765755,-0.390469,-0.141418,-0.654471,0.257774,WALKING_DOWNSTAIRS
0.019305,-0.05915,0.15973,-0.478688,-0.248511,-0.234075,0.017365,0.020097,0.10621,-0.160412,-0.47839,-0.404936,-0.469772,-0.474507,-0.628691,-0.720844,-0.211225,-0.119743,-0.570945,0.254993,WALKING_DOWNSTAIRS
-0.367516,-0.412729,-0.220939,-0.796867,-0.280996,-0.289699,-0.41639,-0.349131,-0.363869,-0.353681,-0.798123,-0.771586,-0.792205,-0.793748,-0.854127,-0.871515,-0.422101,-0.3178,-0.774225,0.275743,WALKING_UPSTAIRS
-0.359032,-0.39423,-0.319136,-0.793244,-0.316394,-0.303488,-0.42628,-0.334257,-0.35999,-0.363752,-0.792713,-0.751422,-0.781594,-0.788017,-0.821107,-0.861597,-0.45971,-0.423497,-0.808316,0.303214,WALKING_UPSTAIRS
-0.362666,-0.400837,-0.269518,-0.795454,-0.328781,-0.303488,-0.44453,-0.333009,-0.337625,-0.357794,-0.795042,-0.747364,-0.780708,-0.78929,-0.833927,-0.885219,-0.536492,-0.378193,-0.834307,0.311837,WALKING_UPSTAIRS
-0.368157,-0.430579,-0.169848,-0.799,-0.325376,-0.302346,-0.427718,-0.346038,-0.340241,-0.356152,-0.798533,-0.76313,-0.78889,-0.79411,-0.880964,-0.901791,-0.441798,-0.312333,-0.759035,0.308243,WALKING_UPSTAIRS
-0.335254,-0.398985,-0.169848,-0.777277,-0.323277,-0.300937,-0.452783,-0.294119,-0.361715,-0.281273,-0.777157,-0.740855,-0.772962,-0.771754,-0.843948,-0.878772,-0.402954,-0.269705,-0.744638,0.306133,WALKING_UPSTAIRS
-0.406022,-0.466763,-0.232947,-0.819405,-0.319897,-0.298566,-0.371833,-0.419979,-0.276174,-0.621846,-0.821803,-0.8103,-0.818822,-0.818944,-0.89877,-0.886923,-0.523828,-0.438214,-0.821373,0.304878,WALKING_UPSTAIRS
-0.406744,-0.4563,-0.232947,-0.821906,-0.316659,-0.298558,-0.422895,-0.400393,-0.379189,-0.4076,-0.822232,-0.809674,-0.823144,-0.819239,-0.871787,-0.88566,-0.488734,-0.375626,-0.809934,0.303036,WALKING_UPSTAIRS
-0.341699,-0.38031,-0.160932,-0.78198,-0.32596,-0.309687,-0.433203,-0.308807,-0.378621,-0.290948,-0.781429,-0.750784,-0.783342,-0.777433,-0.855257,-0.893191,-0.455995,-0.39828,-0.807198,0.309129,WALKING_UPSTAIRS
-0.234499,-0.297363,-0.08435,-0.70198,-0.319201,-0.3278,-0.308573,-0.207102,-0.225296,-0.229665,-0.704985,-0.659329,-0.704133,-0.701193,-0.748285,-0.828885,-0.330084,-0.198788,-0.696273,0.301654,WALKING_UPSTAIRS
-0.316791,-0.348866,-0.08435,-0.764862,-0.352849,-0.3278,-0.418923,-0.280363,-0.305219,-0.29357,-0.764689,-0.728478,-0.758126,-0.759644,-0.82072,-0.870375,-0.387791,-0.320673,-0.765587,0.327175,WALKING_UPSTAIRS
-0.35712,-0.36853,-0.250101,-0.791951,-0.356193,-0.334184,-0.424855,-0.332177,-0.33355,-0.365621,-0.791484,-0.764405,-0.780064,-0.786443,-0.840097,-0.849643,-0.480399,-0.380516,-0.817328,0.330475,WALKING_UPSTAIRS
-0.361185,-0.383737,-0.215117,-0.793731,-0.355796,-0.334184,-0.399588,-0.346561,-0.276355,-0.408659,-0.794095,-0.783357,-0.787765,-0.789624,-0.849347,-0.846576,-0.507321,-0.429583,-0.832209,0.330792,WALKING_UPSTAIRS
-0.427528,-0.467371,-0.215117,-0.834189,-0.352133,-0.328479,-0.424035,-0.428795,-0.410351,-0.451425,-0.834374,-0.817162,-0.83728,-0.831912,-0.867275,-0.912264,-0.544168,-0.473066,-0.839795,0.327858,WALKING_UPSTAIRS
-0.421474,-0.461774,-0.197866,-0.831013,-0.347659,-0.324582,-0.389627,-0.434419,-0.365652,-0.507914,-0.830878,-0.821401,-0.832527,-0.828658,-0.877444,-0.902926,-0.492569,-0.374668,-0.808135,0.325035,WALKING_UPSTAIRS
-0.396448,-0.447827,-0.197866,-0.816523,-0.347674,-0.328924,-0.503962,-0.358818,-0.448919,-0.371595,-0.816055,-0.77999,-0.810953,-0.812204,-0.835398,-0.886501,-0.370764,-0.382333,-0.763526,0.324882,WALKING_UPSTAIRS
-0.433845,-0.491718,-0.274224,-0.838346,-0.359032,-0.340112,-0.563093,-0.390144,-0.457965,-0.400325,-0.837991,-0.793822,-0.826641,-0.834185,-0.8537,-0.907897,-0.378005,-0.331163,-0.778096,0.332668,WALKING_UPSTAIRS
-0.457558,-0.509215,-0.409243,-0.85156,-0.367134,-0.340112,-0.574209,-0.417729,-0.459369,-0.419256,-0.851179,-0.809926,-0.840159,-0.846814,-0.873335,-0.918796,-0.431612,-0.309371,-0.799892,0.338511,WALKING_UPSTAIRS
-0.350926,-0.398986,-0.061188,-0.787486,-0.322236,-0.318971,-0.496353,-0.30167,-0.388261,-0.304864,-0.787473,-0.74003,-0.776594,-0.781936,-0.836856,-0.884474,-0.368099,-0.36903,-0.774157,0.304615,WALKING_UPSTAIRS
-0.352228,-0.40872,-0.061188,-0.788796,-0.345054,-0.319584,-0.449917,-0.317397,-0.40294,-0.3196,-0.788319,-0.745862,-0.782683,-0.78524,-0.834557,-0.885848,-0.362178,-0.334957,-0.738977,0.322235,WALKING_UPSTAIRS
-0.397071,-0.435206,-0.114363,-0.816012,-0.350764,-0.330951,-0.410751,-0.391664,-0.352986,-0.439832,-0.816431,-0.782536,-0.80991,-0.813851,-0.856794,-0.901942,-0.447969,-0.287429,-0.763597,0.326775,WALKING_UPSTAIRS
-0.44267,-0.481336,-0.249475,-0.841627,-0.353215,-0.330951,-0.465554,-0.433784,-0.385402,-0.465714,-0.842963,-0.825459,-0.835409,-0.839175,-0.901447,-0.900121,-0.45531,-0.302644,-0.796093,0.328843,WALKING_UPSTAIRS
-0.446155,-0.488453,-0.249475,-0.8453,-0.343255,-0.326321,-0.492534,-0.428761,-0.412111,-0.43098,-0.844905,-0.821262,-0.841739,-0.841721,-0.90393,-0.911389,-0.519071,-0.359266,-0.829236,0.321963,WALKING_UPSTAIRS
-0.470911,-0.532796,-0.133091,-0.85829,-0.337585,-0.313429,-0.382712,-0.509832,-0.464077,-0.581348,-0.858316,-0.858827,-0.866793,-0.863069,-0.922949,-0.923166,-0.467165,-0.351068,-0.798329,0.31896,WALKING_UPSTAIRS
-0.388356,-0.478087,-0.081914,-0.811458,-0.342042,-0.31708,-0.3292,-0.413172,-0.371618,-0.437967,-0.811093,-0.798688,-0.812038,-0.811348,-0.878378,-0.880424,-0.38286,-0.24028,-0.725378,0.322172,WALKING_UPSTAIRS
-0.361438,-0.444105,-0.007501,-0.794334,-0.345135,-0.319338,-0.437783,-0.333582,-0.413488,-0.311518,-0.794246,-0.759328,-0.788259,-0.791918,-0.840528,-0.874491,-0.371828,-0.320819,-0.746634,0.323389,WALKING_UPSTAIRS
-0.343683,-0.417184,0.080719,-0.78283,-0.346016,-0.319414,-0.24135,-0.388561,-0.292673,-0.428263,-0.782696,-0.80551,-0.79356,-0.78594,-0.891331,-0.855653,-0.417556,-0.261307,-0.729388,0.323679,WALKING_UPSTAIRS
-0.973723,-0.973757,-0.937173,-0.999487,-0.336828,-0.319126,-0.980722,-0.971006,-0.978126,-0.968647,-0.999542,-0.999394,-0.999505,-0.999535,-0.999978,-0.999984,-0.93372,-0.927241,-0.996615,0.313849,STANDING
-0.994609,-0.995134,-0.93439,-0.999933,-0.347179,-0.319126,-0.993022,-0.995373,-0.993418,-0.996883,-0.999962,-0.999973,-0.999966,-0.999965,-0.999982,-0.999963,-0.958516,-0.95709,-0.998785,0.321538,STANDING
-0.994447,-0.994703,-0.93439,-0.999952,-0.343945,-0.318452,-0.992872,-0.995197,-0.993092,-0.996938,-0.999961,-0.999974,-0.999965,-0.999965,-0.999986,-0.99996,-0.984661,-0.986872,-0.999737,0.318883,STANDING
-0.994169,-0.994659,-0.934611,-0.999946,-0.338227,-0.311571,-0.992792,-0.994788,-0.994279,-0.994601,-0.999958,-0.999963,-0.999964,-0.999963,-0.999976,-0.99997,-0.975107,-0.975057,-0.999349,0.314905,STANDING
-0.990291,-0.990909,-0.934611,-0.999906,-0.332431,-0.306838,-0.991063,-0.989796,-0.99027,-0.989207,-0.999911,-0.999904,-0.999911,-0.999912,-0.999964,-0.999958,-0.972267,-0.964629,-0.999234,0.310905,STANDING
-0.992678,-0.993371,-0.935209,-0.999914,-0.336479,-0.314993,-0.990195,-0.993924,-0.99151,-0.995777,-0.999941,-0.999962,-0.99996,-0.99995,-0.999973,-0.999968,-0.972435,-0.969166,-0.999274,0.313733,STANDING
-0.994157,-0.995988,-0.935209,-0.999958,-0.344709,-0.315001,-0.992308,-0.995067,-0.992817,-0.997456,-0.999958,-0.999976,-0.999978,-0.999964,-0.999993,-0.999985,-0.985853,-0.983929,-0.999727,0.319498,STANDING
-0.996983,-0.997569,-0.937876,-0.999982,-0.345223,-0.315001,-0.996295,-0.997284,-0.996821,-0.997861,-0.999982,-0.999987,-0.999987,-0.999984,-0.999996,-0.99999,-0.991613,-0.988596,-0.999893,0.319828,STANDING
-0.995779,-0.996608,-0.934475,-0.999972,-0.343631,-0.313578,-0.994366,-0.996487,-0.995081,-0.997831,-0.999973,-0.999994,-0.99998,-0.999976,-0.999994,-0.999943,-0.992434,-0.989664,-0.999851,0.318711,STANDING
-0.995531,-0.996326,-0.934475,-0.999971,-0.343151,-0.311825,-0.993862,-0.996395,-0.995021,-0.996802,-0.999971,-0.999994,-0.99998,-0.999975,-0.999995,-0.999944,-0.991461,-0.987993,-0.999829,0.318471,STANDING
-0.998285,-0.998363,-0.9408,-0.999991,-0.343715,-0.312621,-0.997682,-0.998591,-0.998212,-0.998187,-0.999991,-0.999993,-0.999993,-0.999992,-0.999989,-0.999989,-0.992429,-0.990168,-0.999881,0.318837,STANDING
-0.99836,-0.998433,-0.944444,-0.999992,-0.343208,-0.312621,-0.997868,-0.998597,-0.998393,-0.998348,-0.999992,-0.99999,-0.999993,-0.999992,-0.999992,-0.999996,-0.993319,-0.992372,-0.999914,0.318416,STANDING
-0.996902,-0.996857,-0.944444,-0.999979,-0.342439,-0.312967,-0.996867,-0.996824,-0.996222,-0.997616,-0.999982,-0.999979,-0.999982,-0.999982,-0.99999,-0.999989,-0.993931,-0.992894,-0.999923,0.317911,STANDING
-0.995829,-0.996566,-0.933887,-0.999971,-0.344718,-0.316237,-0.994597,-0.996421,-0.994883,-0.998099,-0.999973,-0.999981,-0.999976,-0.999974,-0.999987,-0.999968,-0.991681,-0.98909,-0.999873,0.319584,STANDING
-0.9696,-0.969801,-0.897418,-0.999006,-0.368869,-0.392427,-0.976191,-0.966984,-0.975778,-0.963671,-0.999408,-0.999246,-0.999365,-0.999401,-0.999943,-0.999947,-0.827017,-0.890918,-0.984506,0.336635,STANDING
-0.99393,-0.995201,-0.931974,-0.999954,-0.337455,-0.325213,-0.992816,-0.994389,-0.993505,-0.994821,-0.999955,-0.999957,-0.999957,-0.999958,-0.999993,-0.999978,-0.979891,-0.974655,-0.999411,0.314442,STANDING
-0.998432,-0.998492,-0.945018,-0.99999,-0.341075,-0.312811,-0.997992,-0.998639,-0.997974,-0.99923,-0.999992,-0.999995,-0.999994,-0.999993,-0.999995,-0.999988,-0.98253,-0.98642,-0.999728,0.316831,STANDING
-0.997576,-0.997866,-0.941117,-0.999987,-0.342859,-0.312811,-0.996241,-0.998348,-0.9974,-0.998811,-0.999987,-0.999992,-0.999989,-0.999988,-0.999987,-0.99998,-0.996581,-0.994292,-0.999955,0.318147,STANDING
-0.997089,-0.997441,-0.941117,-0.999982,-0.343372,-0.315527,-0.995409,-0.998079,-0.99719,-0.998769,-0.999983,-0.999991,-0.999988,-0.999986,-0.999995,-0.999979,-0.99451,-0.99237,-0.999923,0.31858,STANDING
-0.998455,-0.998664,-0.943961,-0.999991,-0.347089,-0.318472,-0.997674,-0.998896,-0.998907,-0.998228,-0.999992,-0.999995,-0.999996,-0.999995,-1,-0.999991,-0.992723,-0.992584,-0.999915,0.321104,STANDING
-0.998038,-0.998672,-0.938301,-0.99999,-0.348574,-0.318472,-0.997175,-0.998507,-0.997383,-0.998728,-0.99999,-0.999993,-0.999993,-0.999993,-0.999998,-0.999991,-0.995234,-0.996639,-0.99996,0.322105,STANDING
-0.997897,-0.998623,-0.938301,-0.999989,-0.347,-0.317999,-0.997001,-0.998379,-0.997597,-0.998573,-0.999989,-0.999989,-0.99999,-0.999991,-0.999993,-0.999987,-0.996552,-0.99634,-0.999974,0.321025,STANDING
-0.997865,-0.99818,-0.942604,-0.999989,-0.346094,-0.314745,-0.997463,-0.998023,-0.997359,-0.998994,-0.999988,-0.999992,-0.99999,-0.999989,-0.999996,-0.999988,-0.998513,-0.997888,-0.999991,0.320392,STANDING
-0.997229,-0.99724,-0.943439,-0.999985,-0.345176,-0.314416,-0.996972,-0.997282,-0.996326,-0.998249,-0.999984,-0.999987,-0.999986,-0.999985,-0.999993,-0.999985,-0.997719,-0.996514,-0.99997,0.319782,STANDING
-0.998019,-0.997993,-0.943855,-0.999989,-0.343659,-0.313927,-0.998044,-0.99793,-0.998276,-0.997178,-0.999989,-0.999986,-0.999989,-0.99999,-0.999994,-0.999992,-0.99721,-0.996299,-0.999959,0.318744,STANDING
-0.998752,-0.998659,-0.944149,-0.999993,-0.342725,-0.311228,-0.998577,-0.998805,-0.998597,-0.998993,-0.999994,-0.999991,-0.999992,-0.999995,-0.999997,-0.99999,-0.996733,-0.995861,-0.999962,0.318053,STANDING
-0.950174,-0.954842,-0.931317,-0.998509,0.304271,0.107547,-0.954715,-0.94822,-0.959799,-0.946224,-0.998547,-0.99814,-0.998461,-0.998546,-0.999948,-0.999958,-0.772928,-0.754542,-0.964598,-0.130145,SITTING
-0.989837,-0.989246,-0.931317,-0.99982,0.322097,0.326658,-0.992894,-0.988463,-0.991488,-0.987125,-0.999904,-0.999874,-0.999899,-0.999904,-0.999991,-0.999988,-0.927899,-0.940605,-0.996703,-0.144793,SITTING
-0.997195,-0.997513,-0.940634,-0.999985,0.308363,0.326658,-0.99719,-0.997106,-0.99596,-0.998037,-0.999984,-0.999984,-0.999984,-0.999985,-0.999997,-0.999989,-0.991154,-0.99025,-0.999864,-0.135083,SITTING
-0.997637,-0.998024,-0.940484,-0.999987,0.311442,0.329007,-0.997631,-0.997558,-0.99718,-0.997984,-0.999987,-0.999992,-0.999987,-0.999989,-0.999996,-0.99998,-0.995897,-0.994111,-0.999921,-0.136894,SITTING
