@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-15,17-102,106-188,190-234,236-266,268-272,274-280,282-287,291-366,370-510,512-523,525-549,551-562'

@attribute tBodyAcc-std()-Y numeric
@attribute tBodyAcc-mad()-Y numeric
@attribute tBodyAcc-sma() numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyGyroJerk-arCoeff()-X4 numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAcc-mean()-Y numeric
@attribute fBodyAcc-mad()-Y numeric
@attribute fBodyAcc-sma() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAcc-entropy()-Z numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute fBodyBodyGyroJerkMag-entropy() numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.020678,-0.055806,-0.235434,0.651547,0.629777,0.556418,0.33134,0.739258,0.028869,-0.084698,-0.134349,0.618667,0.502759,0.386229,0.469692,0.575279,0.260213,0.444151,0.423166,0.566156,WALKING
-0.072026,-0.140122,-0.247832,0.778506,0.690258,0.402571,0.182446,0.740631,-0.079543,-0.083028,-0.157563,0.691696,0.413405,0.299674,0.592532,0.550376,0.259458,0.502999,0.389208,0.525152,WALKING
-0.083343,-0.178759,-0.235228,0.775564,0.522706,0.410184,0.303709,0.736864,-0.061696,-0.023346,-0.125782,0.538913,0.572394,0.323941,0.582615,0.577684,0.26252,0.558871,0.349172,0.526772,WALKING
0.003313,-0.063575,-0.232781,0.659709,0.514061,0.449152,0.205392,0.727079,0.047138,-0.035208,-0.12853,0.494068,0.57247,0.334902,0.568012,0.701905,0.260167,0.517034,0.380509,0.550716,WALKING
0.034415,0.01221,-0.169823,0.546018,0.534097,0.537036,0.146128,0.773031,0.093793,0.095691,-0.055274,0.736461,0.645264,0.416868,0.637451,0.722044,0.303246,0.472952,0.345071,0.510693,WALKING
0.027333,0.012503,-0.13865,0.491915,0.613002,0.603276,0.235633,0.744046,0.060125,0.035585,-0.024838,0.548852,0.563811,0.365388,0.591159,0.657453,0.301842,0.433678,0.426254,0.505123,WALKING
0.023527,-0.041913,-0.206838,0.614411,0.660889,0.551615,0.205259,0.720691,-0.10106,0.066273,-0.137989,0.644585,0.502128,0.425309,0.463655,0.510679,0.306082,0.457461,0.423602,0.597081,WALKING
-0.188332,-0.246541,-0.174733,0.734656,0.6718,0.355026,0.208609,0.683801,-0.169813,-0.196382,-0.191438,0.613303,0.559706,0.285999,0.606915,0.551932,0.243627,0.561142,0.414598,0.477371,WALKING_DOWNSTAIRS
-0.141421,-0.18283,-0.058273,0.734189,0.736305,0.462277,0.109907,0.732518,-0.163746,-0.166971,-0.127701,0.626977,0.537766,0.459148,0.723773,0.56856,0.369859,0.59149,0.509927,0.590986,WALKING_DOWNSTAIRS
-0.007348,-0.142693,-0.095511,0.612217,0.713973,0.554745,-0.109632,0.785725,0.008039,0.018194,-0.02729,0.732042,0.651719,0.540296,0.698585,0.668351,0.515999,0.555468,0.386128,0.690142,WALKING_DOWNSTAIRS
0.132265,-0.051626,-0.105281,0.526407,0.66673,0.579794,0.055395,0.813733,0.142028,0.156525,0.014379,0.703328,0.688066,0.530153,0.641703,0.70279,0.49107,0.547583,0.499733,0.600487,WALKING_DOWNSTAIRS
0.0578,-0.111045,0.009638,0.619304,0.651755,0.577293,0.210126,0.796089,0.099339,0.14057,0.120281,0.744821,0.691961,0.575019,0.736823,0.732988,0.551493,0.704738,0.508834,0.503296,WALKING_DOWNSTAIRS
0.083344,-0.048226,0.071396,0.561767,0.565279,0.609318,0.086345,0.809153,0.147663,0.16052,0.171135,0.768528,0.706478,0.615722,0.800556,0.709615,0.576976,0.815643,0.544139,0.57664,WALKING_DOWNSTAIRS
-0.032132,-0.160153,-0.024781,0.633307,0.538179,0.628464,0.04694,0.75028,0.041002,0.041976,0.069374,0.767033,0.66509,0.650757,0.801968,0.651043,0.580091,0.778005,0.629554,0.622868,WALKING_DOWNSTAIRS
-0.247403,-0.34103,-0.094949,0.671782,0.643103,0.542821,0.039922,0.767547,-0.191941,-0.206752,-0.052116,0.70487,0.483011,0.549931,0.680517,0.550613,0.509889,0.577729,0.485316,0.515556,WALKING_DOWNSTAIRS
-0.202139,-0.302249,-0.10824,0.599909,0.678519,0.550872,0.029718,0.735192,-0.148151,-0.102743,-0.033908,0.714819,0.539932,0.562822,0.715905,0.564807,0.49779,0.585701,0.602035,0.503235,WALKING_DOWNSTAIRS
0.081946,0.012863,0.154694,0.657471,0.404651,0.630139,0.025984,0.864818,0.190518,0.094226,0.378158,0.809367,0.688133,0.66931,0.772212,0.528651,0.619469,0.715135,0.708684,0.721258,WALKING_DOWNSTAIRS
0.019113,-0.0827,0.115735,0.578348,0.50219,0.626765,0.062659,0.815568,0.130025,0.020763,0.25957,0.720697,0.576261,0.702652,0.649932,0.715811,0.69754,0.761363,0.539806,0.641353,WALKING_DOWNSTAIRS
0.300735,0.068505,0.125729,0.541165,0.641539,0.669226,0.208981,0.862424,0.391083,0.329447,0.331212,0.805313,0.702207,0.484899,0.781031,0.662639,0.545187,0.750223,0.651583,0.669106,WALKING_DOWNSTAIRS
0.265725,0.088087,0.085981,0.765796,0.600273,0.578182,0.313974,0.850199,0.349237,0.408433,0.32358,0.822382,0.605322,0.626847,0.799483,0.671066,0.576546,0.670124,0.575431,0.69222,WALKING_DOWNSTAIRS
-0.051037,-0.112395,0.106225,0.614674,0.558034,0.512894,-0.104573,0.799946,-0.048548,-0.019989,0.111882,0.812184,0.581997,0.390945,0.704753,0.576006,0.448011,0.659976,0.554475,0.625179,WALKING_DOWNSTAIRS
-0.017155,-0.073383,0.052314,0.428663,0.624035,0.493237,0.021224,0.791327,-0.034663,0.044983,0.163975,0.772242,0.578415,0.591483,0.70116,0.549984,0.474604,0.727285,0.571709,0.639084,WALKING_DOWNSTAIRS
-0.157608,-0.18535,0.045678,0.489576,0.620679,0.679922,0.232742,0.850759,-0.080541,-0.152439,0.156747,0.707061,0.551142,0.543479,0.726187,0.545889,0.509824,0.661619,0.584611,0.548999,WALKING_DOWNSTAIRS
-0.211857,-0.270562,0.10641,0.443536,0.597153,0.661282,0.305664,0.785725,-0.17172,-0.29477,0.080978,0.722159,0.589818,0.559955,0.750332,0.518926,0.614532,0.668503,0.458951,0.540965,WALKING_DOWNSTAIRS
-0.09871,-0.135873,0.043608,0.497384,0.58853,0.486025,0.304701,0.810174,-0.069642,-0.080438,0.030324,0.718601,0.588253,0.538948,0.54166,0.633202,0.310318,0.599516,0.505628,0.524903,WALKING_DOWNSTAIRS
-0.100487,-0.1185,0.037151,0.529937,0.658874,0.576964,0.347867,0.778353,-0.078729,-0.199424,0.021976,0.608554,0.562614,0.528265,0.711208,0.590279,0.338545,0.685393,0.493267,0.544637,WALKING_DOWNSTAIRS
0.106558,0.031338,-0.037887,0.691955,0.624221,0.703656,0.033539,0.788184,0.142048,0.195534,0.126154,0.706815,0.71946,0.488743,0.693559,0.722562,0.468608,0.515606,0.505938,0.623447,WALKING_DOWNSTAIRS
0.168278,0.090839,0.048411,0.70272,0.616076,0.582008,-0.047614,0.818242,0.195938,0.255578,0.157544,0.78757,0.724092,0.634906,0.71443,0.777711,0.522585,0.652102,0.465697,0.667873,WALKING_DOWNSTAIRS
-0.038197,-0.083141,0.02118,0.538473,0.58616,0.519892,0.239497,0.784072,0.000331,-0.035777,0.142661,0.724238,0.547766,0.554796,0.727291,0.600608,0.400129,0.601486,0.473946,0.630678,WALKING_DOWNSTAIRS
-0.134213,-0.150171,-0.069972,0.596143,0.588014,0.616874,0.110078,0.771314,-0.192043,-0.103751,-0.080074,0.707285,0.394267,0.54346,0.654202,0.391214,0.39851,0.532617,0.258575,0.581003,WALKING_DOWNSTAIRS
-0.197488,-0.198536,-0.038387,0.70599,0.437758,0.566845,-0.140228,0.796017,-0.175803,-0.171056,-0.009446,0.688744,0.565231,0.572337,0.723302,0.510299,0.506357,0.68733,0.267204,0.594158,WALKING_DOWNSTAIRS
-0.229625,-0.268221,-0.050519,0.590334,0.562245,0.455601,-0.100684,0.793721,-0.132483,-0.220457,0.01847,0.585261,0.536551,0.401546,0.682877,0.613111,0.450938,0.560905,0.451724,0.47812,WALKING_DOWNSTAIRS
-0.099161,-0.107323,-0.124638,0.629969,0.487276,0.339831,0.149254,0.576322,-0.291437,-0.227516,-0.271658,0.352416,0.407139,0.341428,0.418601,0.268428,0.132161,0.384294,0.084183,0.410235,WALKING_UPSTAIRS
-0.124112,-0.120456,-0.1433,0.629033,0.564111,0.38046,0.28139,0.576772,-0.38328,-0.28455,-0.330353,0.451144,0.228616,0.321282,0.338724,0.20972,0.090248,0.379644,0.073077,0.391708,WALKING_UPSTAIRS
0.00122,-0.001549,-0.111983,0.528797,0.550712,0.34062,0.089473,0.606777,-0.110895,-0.099365,-0.270904,0.356372,0.426893,0.240875,0.261577,0.333776,-0.023109,0.362003,0.129628,0.385225,WALKING_UPSTAIRS
0.095663,0.108432,-0.093361,0.602007,0.526835,0.369708,-0.046262,0.608268,-0.031809,-0.052079,-0.19349,0.466621,0.396544,0.349084,0.345569,0.425322,0.08186,0.472828,0.185684,0.404132,WALKING_UPSTAIRS
-0.020444,-0.039489,-0.09518,0.743084,0.530527,0.424328,0.106151,0.609868,-0.112926,-0.037485,-0.24378,0.428739,0.532853,0.329125,0.40472,0.49958,0.172803,0.478019,0.148268,0.382361,WALKING_UPSTAIRS
-0.083614,-0.101567,-0.139942,0.652853,0.566666,0.439342,0.231984,0.567917,-0.071498,-0.175884,-0.198752,0.554813,0.412505,0.28753,0.434095,0.384599,0.133054,0.34047,0.217632,0.356711,WALKING_UPSTAIRS
-0.068915,-0.053196,-0.125676,0.595279,0.560017,0.564122,0.28031,0.588138,-0.168387,-0.072198,-0.232694,0.521095,0.439026,0.367042,0.457712,0.335602,0.141512,0.443556,0.15795,0.410901,WALKING_UPSTAIRS
-0.152999,-0.143961,-0.114645,0.699051,0.64434,0.563188,0.130092,0.639639,-0.290679,-0.248752,-0.285424,0.525802,0.393357,0.348676,0.427092,0.41895,0.169512,0.33697,0.259462,0.406442,WALKING_UPSTAIRS
-0.079449,-0.067637,-0.065919,0.730708,0.518296,0.432423,0.319603,0.585691,-0.287082,-0.207149,-0.236118,0.516156,0.393094,0.228627,0.505857,0.284865,0.113616,0.490469,0.13577,0.324596,WALKING_UPSTAIRS
-0.11426,-0.099205,-0.113206,0.607495,0.507717,0.473352,0.254917,0.578417,-0.370756,-0.280781,-0.32628,0.396684,0.311328,0.191841,0.401244,0.28338,0.012289,0.404311,0.144429,0.32252,WALKING_UPSTAIRS
0.041165,0.026051,-0.096237,0.400739,0.557157,0.26543,0.385562,0.602241,-0.175314,-0.092661,-0.267108,0.516135,0.366263,0.276999,0.42371,0.365826,0.104094,0.349539,0.236374,0.336806,WALKING_UPSTAIRS
0.019696,0.021787,-0.104587,0.473366,0.516234,0.256923,0.35967,0.575933,-0.222765,-0.127505,-0.272466,0.465374,0.382485,0.273258,0.417918,0.338879,0.107884,0.386247,0.089219,0.33903,WALKING_UPSTAIRS
-0.121214,-0.086934,-0.178751,0.536631,0.475819,0.275029,0.422161,0.514938,-0.291866,-0.202535,-0.313142,0.463767,0.392922,0.140356,0.398222,0.315665,-0.064576,0.264595,0.143684,0.256359,WALKING_UPSTAIRS
-0.005498,0.049677,-0.110683,0.563247,0.562646,0.272087,0.382858,0.534417,-0.178688,-0.105048,-0.235483,0.431456,0.433972,0.115997,0.421628,0.38991,-0.058184,0.441271,0.282697,0.262591,WALKING_UPSTAIRS
-0.096768,-0.073059,-0.145693,0.507012,0.520621,0.30812,0.055933,0.542602,-0.32582,-0.285216,-0.376761,0.411422,0.387687,0.126498,0.377121,0.349425,-0.040444,0.324886,0.145016,0.219545,WALKING_UPSTAIRS
-0.237681,-0.242245,-0.238334,0.427573,0.495639,0.300479,0.238766,0.436557,-0.451457,-0.371985,-0.449704,0.316202,0.261871,0.110799,0.197983,0.182143,-0.022251,0.308205,-0.024043,0.174582,WALKING_UPSTAIRS
-0.209564,-0.196811,-0.206717,0.388473,0.463921,0.312438,0.453809,0.467378,-0.384842,-0.343569,-0.423003,0.287403,0.304718,0.182678,0.135627,0.206351,0.007926,0.253033,-0.108891,0.236702,WALKING_UPSTAIRS
-0.009298,0.047078,-0.088308,0.534626,0.676882,0.281334,0.338793,0.505198,-0.27652,-0.207382,-0.344996,0.385022,0.366703,0.171229,0.300498,0.361819,0.048319,0.253908,0.118985,0.24471,WALKING_UPSTAIRS
0.048865,0.066439,-0.103033,0.540422,0.627835,0.379487,0.263753,0.570916,-0.167065,-0.133479,-0.290953,0.446602,0.501909,0.174366,0.413345,0.544217,0.022314,0.448465,0.300726,0.330233,WALKING_UPSTAIRS
0.167606,0.16331,-0.094281,0.56912,0.545851,0.306459,0.340923,0.579483,-0.009309,0.121979,-0.195084,0.536982,0.505001,0.316817,0.41893,0.557333,0.068373,0.506179,0.300116,0.308121,WALKING_UPSTAIRS
0.120901,0.115342,-0.085302,0.554613,0.512924,0.275629,0.316439,0.543227,-0.150243,-0.00955,-0.250528,0.46481,0.434848,0.285127,0.36001,0.341985,0.034288,0.381367,0.127991,0.271998,WALKING_UPSTAIRS
0.00959,0.022078,-0.141959,0.507176,0.549289,0.307788,0.166921,0.593849,-0.123866,-0.024772,-0.282326,0.422842,0.509157,0.26089,0.323868,0.472815,0.052543,0.391304,0.130978,0.281644,WALKING_UPSTAIRS
0.01184,-0.010659,-0.1899,0.609619,0.557897,0.285522,0.099808,0.558613,-0.133633,-0.024251,-0.222084,0.396306,0.511742,0.178372,0.341329,0.455328,0.031724,0.393418,0.225716,0.332935,WALKING_UPSTAIRS
-0.029383,-0.053468,-0.137478,0.661579,0.480091,0.372143,0.33088,0.611722,-0.121948,0.039217,-0.16861,0.474567,0.443946,0.241809,0.446594,0.461582,0.061729,0.290944,0.275712,0.306457,WALKING_UPSTAIRS
-0.147812,-0.129612,-0.163469,0.568034,0.643498,0.400151,0.303451,0.585436,-0.327647,-0.218604,-0.343267,0.307839,0.365029,0.118161,0.357501,0.334703,0.027463,0.294252,0.104839,0.320746,WALKING_UPSTAIRS
-0.170388,-0.189246,-0.169908,0.500276,0.684366,0.441732,0.261806,0.531553,-0.181169,-0.167372,-0.17895,0.554246,0.558839,0.258238,0.51036,0.385417,-0.029683,0.520852,0.337532,0.241417,WALKING_UPSTAIRS
-0.92915,-0.920029,-0.925234,-0.761244,-0.640984,-0.731443,0.241453,-0.736294,-0.95613,-0.950841,-0.952385,-0.791213,-0.757953,-0.53623,-1,-1,-1,-0.568544,-1,-0.809976,STANDING
-0.974446,-0.975378,-0.965273,-0.748262,-0.681505,-0.721564,0.177475,-0.829179,-0.97396,-0.973352,-0.97637,-1,-0.741924,-0.660708,-1,-1,-1,-0.752056,-1,-0.955696,STANDING
-0.979118,-0.981583,-0.979378,-0.72265,-0.715048,-0.770701,0.144126,-0.834585,-0.979011,-0.979952,-0.987423,-1,-0.812205,-0.848109,-1,-1,-1,-0.946182,-1,-0.955696,STANDING
-0.956915,-0.96083,-0.977698,-0.72265,-0.545259,-0.637305,-0.179259,-0.671027,-0.953454,-0.956561,-0.977346,-0.946357,-0.685704,-0.760627,-1,-0.93912,-1,-0.853531,-0.940965,-0.704753,STANDING
-0.916346,-0.911919,-0.965181,-0.714697,-0.458345,-0.6787,0.06485,-0.661268,-0.938888,-0.933409,-0.973122,-0.907316,-0.655977,-0.73874,-1,-0.85688,-1,-0.728456,-0.940965,-0.691855,STANDING
-0.951049,-0.947833,-0.973184,-0.700584,-0.615932,-0.730351,0.07507,-0.728989,-0.958063,-0.960966,-0.979684,-0.946357,-0.757953,-0.754967,-1,-1,-1,-0.769171,-1,-0.871306,STANDING
-0.98701,-0.987995,-0.988305,-0.709067,-0.706349,-0.738002,-0.066137,-0.800502,-0.982142,-0.988834,-0.988959,-1,-0.94487,-0.809888,-1,-1,-1,-0.843671,-1,-0.871306,STANDING
-0.99453,-0.994165,-0.994514,-0.787925,-0.783017,-0.8582,0.114936,-0.914938,-0.991194,-0.994881,-0.995287,-1,-1,-0.809888,-1,-1,-1,-1,-1,-1,STANDING
-0.978556,-0.982574,-0.992556,-0.778718,-0.634474,-0.812015,0.317999,-0.681726,-0.973528,-0.977559,-0.989664,-1,-0.870398,-0.903572,-1,-1,-1,-0.946182,-0.940965,-0.895847,STANDING
-0.977026,-0.980057,-0.990539,-0.752955,-0.606521,-0.774013,0.624342,-0.665805,-0.97173,-0.975932,-0.987238,-1,-0.763544,-0.868799,-1,-1,-1,-1,-1,-0.955696,STANDING
-0.989135,-0.989182,-0.994187,-0.839274,-0.745755,-0.817689,0.49546,-0.806007,-0.987594,-0.989497,-0.994015,-1,-0.904748,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.983941,-0.984588,-0.994586,-0.888054,-0.849017,-0.807601,0.018972,-0.811715,-0.985365,-0.984187,-0.99438,-1,-0.870398,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.976947,-0.975331,-0.991538,-0.875096,-0.82354,-0.741217,-0.059264,-0.874075,-0.981729,-0.979589,-0.993096,-1,-0.83986,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.984692,-0.984201,-0.989911,-0.828235,-0.717033,-0.746139,-0.050859,-0.802423,-0.982997,-0.985013,-0.989534,-1,-0.94487,-0.868799,-1,-1,-1,-0.946182,-1,-0.828734,STANDING
-0.799927,-0.774658,-0.879548,-0.708021,-0.75272,-0.726599,0.107825,-0.777919,-0.877503,-0.867207,-0.941801,-0.820753,-0.523903,-0.782779,-1,-1,-1,-0.537723,-1,-0.668667,STANDING
-0.96388,-0.967063,-0.972616,-0.797465,-0.719413,-0.767381,0.1661,-0.919106,-0.969204,-0.971824,-0.97935,-0.946357,-0.849961,-0.700232,-1,-1,-1,-0.843671,-1,-1,STANDING
-0.977457,-0.976698,-0.988056,-0.862673,-0.739902,-0.80378,0.058816,-0.927479,-0.985227,-0.987245,-0.994446,-1,-0.94487,-0.888552,-1,-1,-1,-0.907014,-1,-1,STANDING
-0.987025,-0.986377,-0.994683,-0.797465,-0.826456,-0.790152,0.151337,-0.927479,-0.987398,-0.987084,-0.995856,-1,-0.870398,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.988781,-0.98852,-0.988956,-0.74495,-0.816372,-0.782274,0.082019,-0.883246,-0.98794,-0.988874,-0.993671,-1,-0.904748,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.979796,-0.9777,-0.990132,-0.807351,-0.870602,-0.849318,0.009475,-0.889278,-0.984888,-0.983313,-0.995738,-1,-0.870398,-0.94419,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.985794,-0.983753,-0.995226,-0.828235,-0.858956,-0.876096,0.023702,-0.897711,-0.988377,-0.988248,-0.997336,-1,-0.904748,-1,-1,-1,-1,-1,-1,-1,STANDING
-0.991525,-0.990537,-0.998707,-0.862673,-0.858956,-0.903215,-0.28792,-0.90075,-0.9921,-0.992587,-0.999106,-1,-0.904748,-1,-1,-1,-1,-1,-1,-1,STANDING
-0.992651,-0.99267,-0.999004,-0.875096,-0.836903,-0.83292,-0.075059,-0.961251,-0.992294,-0.992263,-0.998747,-1,-0.94487,-1,-1,-1,-1,-1,-1,-1,STANDING
-0.989634,-0.988831,-0.995305,-0.862673,-0.806636,-0.776964,0.106364,-0.955373,-0.98981,-0.990311,-0.995831,-1,-0.904748,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.991375,-0.989975,-0.99629,-0.946389,-0.806636,-0.803011,0.156332,-0.865477,-0.988969,-0.990709,-0.995492,-1,-1,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.99408,-0.993243,-0.997588,-0.930676,-0.836903,-0.76535,0.208881,-0.843447,-0.992126,-0.99385,-0.996897,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.614597,-0.650226,-0.848156,-0.669633,-0.84773,-0.669258,0.107771,-0.619692,-0.685301,-0.700183,-0.86936,-0.592732,-0.05884,-0.651732,-1,-0.93912,-1,-0.095718,-0.940965,-0.923452,SITTING
-0.907771,-0.898982,-0.953765,-0.839274,-0.762751,-0.646211,0.214145,-0.798974,-0.936181,-0.93886,-0.965694,-0.873892,-0.731175,-0.674978,-1,-1,-1,-0.686579,-1,-1,SITTING
-0.98421,-0.983819,-0.989675,-0.828235,-0.737849,-0.710952,0.343755,-0.791266,-0.984478,-0.987572,-0.991122,-1,-0.904748,-0.868799,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.990508,-0.989577,-0.995573,-0.817601,-0.763991,-0.66191,0.523738,-0.77041,-0.987949,-0.990649,-0.993698,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.991949,-0.990727,-0.996208,-0.828235,-0.748236,-0.659817,0.500652,-0.79291,-0.989848,-0.993209,-0.993972,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.993623,-0.993011,-0.996588,-0.828235,-0.704919,-0.729184,0.209207,-0.877088,-0.989633,-0.99469,-0.99585,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.990003,-0.988149,-0.996426,-0.839274,-0.770924,-0.78379,0.125108,-0.887548,-0.99014,-0.993691,-0.99615,-1,-0.94487,-1,-1,-1,-1,-1,-1,-1,SITTING
-0.991669,-0.990207,-0.99753,-0.828235,-0.797235,-0.833,0.327258,-0.92966,-0.989955,-0.993127,-0.997192,-1,-0.94487,-1,-1,-1,-1,-1,-1,-1,SITTING
-0.994007,-0.992929,-0.99837,-0.807351,-0.858956,-0.78379,0.238323,-0.895607,-0.991749,-0.994024,-0.99765,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.993113,-0.992289,-0.99704,-0.769828,-0.83698,-0.741217,0.170519,-0.874934,-0.991381,-0.991785,-0.99703,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.990505,-0.989824,-0.996584,-0.761244,-0.80344,-0.806808,0.257543,-0.906469,-0.989841,-0.991185,-0.995893,-1,-0.94487,-1,-1,-1,-1,-1,-1,-1,SITTING
-0.944881,-0.947093,-0.914104,-0.518052,-0.529478,-0.517706,0.132621,-0.572949,-0.948393,-0.949789,-0.950612,-0.677286,-0.616562,-0.53623,-0.943699,-0.792618,-0.900162,-0.569196,-0.898,-0.631515,LAYING
-0.973736,-0.970445,-0.968973,-0.730889,-0.80344,-0.817839,0.018453,-0.894723,-0.982817,-0.980719,-0.979393,-0.687597,-0.849961,-0.782779,-1,-1,-1,-0.710932,-1,-0.955696,LAYING
-0.994812,-0.994737,-0.997364,-0.722552,-0.797235,-0.833,0.04609,-0.896794,-0.991958,-0.994666,-0.995923,-1,-1,-1,-1,-1,-1,-1,-1,-1,LAYING
-0.994038,-0.994575,-0.996583,-0.684308,-0.737849,-0.853813,0.074235,-0.882073,-0.991442,-0.99423,-0.994946,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.99534,-0.995117,-0.996233,-0.774319,-0.814214,-0.825279,0.226244,-0.905227,-0.992257,-0.995662,-0.994461,-1,-1,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.997271,-0.996664,-0.997412,-0.817601,-0.882691,-0.815602,0.10118,-0.95389,-0.995762,-0.996544,-0.99747,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.996571,-0.995413,-0.996903,-0.761244,-0.936113,-0.757001,0.086808,-0.873115,-0.994649,-0.99612,-0.996729,-0.946357,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.992409,-0.991338,-0.996435,-0.787925,-0.80344,-0.70843,0.212455,-0.792642,-0.990227,-0.992433,-0.995182,-1,-1,-0.903572,-1,-1,-0.942216,-1,-1,-1,LAYING
-0.99187,-0.991677,-0.996837,-0.761244,-0.729733,-0.843965,0.322478,-0.859539,-0.988935,-0.990293,-0.995598,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.993833,-0.993206,-0.997403,-0.722552,-0.797235,-0.899819,0.499824,-0.914938,-0.99121,-0.992576,-0.996437,-1,-1,-1,-1,-1,-1,-1,-1,-1,LAYING
-0.995437,-0.995222,-0.997583,-0.778718,-0.816372,-0.839505,0.098762,-0.884619,-0.993645,-0.994966,-0.996388,-1,-1,-1,-1,-1,-1,-1,-1,-1,LAYING
-0.996592,-0.996552,-0.997492,-0.817601,-0.870602,-0.877183,-0.065265,-0.878686,-0.995755,-0.996972,-0.997354,-0.946357,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.844956,-0.83419,-0.843987,-0.53272,-0.539951,-0.49354,-0.605217,-0.601159,-0.917582,-0.903343,-0.895965,-0.554235,-0.602483,-0.263598,-0.836457,-0.93912,-1,-0.452543,-0.898,-0.733469,SITTING
-0.950241,-0.946021,-0.961673,-0.72265,-0.766704,-0.667138,-0.518749,-0.827093,-0.972071,-0.972564,-0.982625,-0.946357,-0.889911,-0.782779,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.966587,-0.966295,-0.978891,-0.807351,-0.745755,-0.773612,-0.140323,-0.847263,-0.975855,-0.97623,-0.989036,-1,-0.815786,-0.837884,-1,-1,-1,-0.907014,-1,-1,SITTING
-0.985655,-0.984614,-0.988165,-0.817601,-0.806636,-0.80199,0.118247,-0.887023,-0.986575,-0.986408,-0.994815,-1,-0.870398,-0.94419,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.986608,-0.986321,-0.994132,-0.831832,-0.770924,-0.669746,0.131834,-0.852206,-0.988765,-0.989433,-0.993446,-1,-0.94487,-0.837884,-1,-1,-1,-1,-1,-1,SITTING
-0.979776,-0.978029,-0.992396,-0.74384,-0.747247,-0.69591,0.274475,-0.882548,-0.983864,-0.98486,-0.992084,-1,-0.870398,-1,-1,-1,-1,-1,-1,-1,SITTING
-0.982949,-0.983012,-0.99207,-0.748262,-0.826456,-0.774686,0.23734,-0.910517,-0.986017,-0.989913,-0.99493,-1,-0.94487,-1,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.987156,-0.98431,-0.995502,-0.862673,-0.870602,-0.849318,0.284589,-0.908222,-0.991755,-0.993002,-0.997885,-0.946357,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.985257,-0.982909,-0.994718,-0.862673,-0.806636,-0.912522,0.309692,-0.950965,-0.989691,-0.990186,-0.997737,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,SITTING
-0.981925,-0.979271,-0.994068,-0.807351,-0.84773,-0.922161,0.360986,-1,-0.989131,-0.989426,-0.996301,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.97768,-0.974858,-0.992846,-0.797465,-0.895253,-0.87827,0.447201,-0.923543,-0.986437,-0.985202,-0.995237,-1,-0.889911,-1,-1,-1,-1,-1,-1,-1,SITTING
-0.977421,-0.975182,-0.98881,-0.74495,-0.84896,-0.761514,0.194452,-0.824507,-0.984691,-0.982489,-0.989224,-1,-0.94487,-0.94419,-1,-1,-1,-0.946182,-1,-0.809976,SITTING
